id,happiness_d,sadness_d,fear_d,anger_d,surprise_d,disgust_d,age_d,gender_d,edu_d,race_d,race_d_5_TEXT,employment_d,political_d,class_d,ladder_d,happiness_ai,sadness_ai,fear_ai,anger_ai,surprise_ai,disgust_ai,happiness_r,sadness_r,fear_r,anger_r,surprise_r,disgust_r,understood,validated,affirmed,seen,accepted,caredfor,accuracy1,accuracy2,knewmean_p,knewmean_b,understood_p,understood_b,close_p,connect_p,trust_p,close_b,connect_b,trust_b,lonely,connected,distressed,excited,upset,guilty,scared,enthusiastic,ashamed,nervous,happy,sad,surprised,hopeful,optimistic,ambivalent,uneasy,unnerved,creeped,uncomfortable,bothered,loneliness1,loneliness2,loneliness3,convey.thoughts,have.exp,longing.or.hoping,exp.embrssment,understand.feeling,feel.afraid,feel.hungry,exp.joy,remember,tell.right.from.wrong,exp.pain,personality,make.plans,exp.pleasure,exp.pride,exp.anger,self.restraint,think,familiar_bing,familiar_gpt,familiar_bard,often_bing,often_gpt,often_bard,atti_bing,atti_gpt,atti_bard,loneliness,responseR,labelR,empathicaccuracy.ai,empathicaccuracy.r,experience,agency,feelheard,accuracy,understoodme,connection,statelonely,excitement,hope,fear,discomfort,distress,shame
5f63d462fb4c4713b69d4bb7,2,4,1,1,3,2,26,Male,2,3,,10,2,3,5,1,5,3,4,2,2,NA,NA,NA,NA,NA,NA,6,7,6,7,6,6,7,7,7,NA,7,NA,6,6,7,NA,NA,NA,1,6,1,6,1,1,1,7,5,1,6,1,6,7,7,1,1,1,1,1,1,4,4,4,6,5,5,1,5,1,1,5,6,4,3,4,6,1,3,1,4,6,7,7,1,2,4,1,3,3,0,4,ai response,human label,1.333333333,NA,2.727272727,5.285714286,6.333333333,7,7,6.333333333,3.5,6.5,7,1,1,1,3
612fd3208d3decaf3ec80bcc,1,7,7,6,1,4,48,Female,2,3,,10,1,1,1,1,6,5,6,3,5,2,3,3,4,3,2,7,7,7,7,7,7,7,7,7,NA,6,NA,5,6,7,NA,NA,NA,5,4,4,1,4,1,6,1,1,6,3,6,1,3,2,1,5,3,1,5,4,4,5,6,4,2,3,4,3,3,2,3,4,4,1,3,4,5,2,3,4,6,2,3,1,1,2,1,-2,0,-3,5,human response,human label,1,2.5,2.818181818,4.142857143,7,7,6.5,6,4.5,1,2.5,6,4.333333333,4.5,1
5e0d6dee4f40fb4f60fc0494,1,4,3,2,1,2,30,female,5,1,,16,2,2,6,2,3,4,2,1,1,2,5,5,1,1,1,5,6,5,6,5,5,5,5,NA,4,NA,5,NA,NA,NA,4,4,4,3,3,5,1,4,1,2,1,1,3,1,4,1,1,1,1,4,1,1,4,5,4,4,4,5,5,3,3,4,3,1,3,7,6,2,2,5,3,1,2,2,5,2,3,1,1,1,1,1,1,0,4,human response,ai label,0.666666667,1,2.545454545,4.857142857,5.333333333,5,4.5,4,3,1,1,2.5,3,4.5,1
610c940475aedaf9c70a190e,1,6,1,1,1,1,68,Female,5,3,,10,2,3,7,1,6,4,5,3,4,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,6,6,6,NA,6,NA,4,4,5,NA,NA,NA,2,6,1,1,1,1,1,2,1,1,5,1,5,5,5,4,1,1,1,1,1,3,3,3,5,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,2,1,1,1,1,0,0,0,3,ai response,human label,2,NA,1,3.857142857,5.5,6,6,4.333333333,4,1.5,5,1,1,1,1
645427c1046e6f4adaa4b025,5,3,5,1,2,1,52,5,5,3,,9,4,3,7,3,2,4,1,2,1,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5,7,7,NA,6,NA,6,NA,NA,NA,4,4,4,1,4,1,4,1,1,1,4,1,2,4,2,6,5,5,2,3,1,3,1,1,2,3,3,4,1,1,1,3,1,1,1,7,3,1,1,1,1,1,1,1,1,4,5,7,1,1,7,1,1,1,2.666666667,ai response,ai label,0.666666667,NA,1,2.857142857,5.666666667,7,6,4,2.5,4,5,1.5,1.666666667,1.25,1
612e44861dc0709ab9f444ba,3,4,2,3,1,1,32,Male,3,3,,9,4,2,5,1,5,3,4,2,3,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,6,NA,7,NA,7,NA,NA,NA,4,4,5,2,4,1,4,1,1,1,5,1,1,5,1,1,5,5,1,1,1,1,1,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,2,1,4,1,3,3,3,4.333333333,ai response,ai label,1.333333333,NA,1,1,7,6.5,7,4.333333333,3,4.5,5,1,1,1,1
600efc0ddfc7b602e6313c41,1,5,4,1,5,2,37,Male,5,3,,9,1,3,7,1,5,4,3,2,4,NA,NA,NA,NA,NA,NA,6,5,5,5,4,3,5,5,NA,4,NA,5,NA,NA,NA,3,3,4,2,6,1,3,1,1,1,3,1,1,5,1,1,5,6,1,1,4,1,1,1,4,4,4,5,5,2,1,5,2,1,3,6,6,2,6,4,2,3,1,6,6,4,7,5,2,7,3,0,3,1,4,ai response,ai label,1.166666667,NA,2.545454545,5.428571429,4.666666667,5,4.5,3.333333333,4,3,5.5,1,2,1,1
62bdc8f9ce5149c655938472,3,4,4,4,4,5,30,Male,4,4,,9,2,1,7,1,5,6,3,2,2,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,5,NA,5,NA,NA,NA,5,5,5,4,4,3,3,3,3,3,5,4,4,4,4,4,5,4,1,3,2,3,3,3,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,2,5,3,3,5,3,1,0,0,4,ai response,ai label,1.833333333,NA,4,4.142857143,5,5,5,5,4,4,4.5,3.5,2.666666667,3.25,3.5
6400da1cf2be64d00d36f6e6,5,2,3,1,3,1,34,Male,5,3,,9,2,2,4,3,2,4,1,2,1,NA,NA,NA,NA,NA,NA,6,5,6,5,4,5,6,6,NA,5,NA,6,NA,NA,NA,4,3,3,2,4,2,4,1,1,1,4,1,2,5,1,4,5,5,3,1,1,1,1,3,2,3,3,4,5,4,2,5,1,1,2,5,5,1,3,4,2,3,1,2,5,1,2,1,1,1,1,0,0,0,2.666666667,ai response,ai label,0.666666667,NA,2.272727273,4.285714286,5.166666667,6,5.5,3.333333333,3,4,5,1.5,1,1.75,1
5cc9a5fd94281300167f5e81,1,7,5,2,2,6,37,Female,5,3,,9,3,3,6,1,6,5,4,3,2,4,6,6,6,6,6,6,6,6,6,6,5,6,3,NA,6,NA,7,NA,NA,NA,5,4,5,3,3,5,3,5,2,6,3,6,7,5,6,1,6,2,5,7,2,1,3,1,4,4,4,5,5,3,2,5,2,1,3,7,6,2,5,5,3,3,2,5,3,1,7,1,1,3,1,0,1,0,4,human response,ai label,1.333333333,2.166666667,2.818181818,5.142857143,5.833333333,4.5,6.5,4.666666667,3,3,4,6.5,4,4.25,4
6400db21df5ae26a72cfdf82,2,2,4,1,1,1,35,Male,4,3,,9,2,3,5,1,3,5,2,4,2,4,3,5,2,5,1,7,7,7,7,7,7,7,7,7,NA,7,NA,5,6,6,NA,NA,NA,2,4,1,5,1,1,1,6,1,1,6,1,5,6,6,4,1,1,1,1,1,4,4,4,2,5,4,2,6,2,1,1,7,6,1,5,6,2,6,1,4,7,1,6,3,1,4,2,0,3,1,4,human response,human label,1.333333333,1.5,2.727272727,5.428571429,7,7,7,5.666666667,3,5.5,6,1,1,1,1
5be1ac50ca095c0001b9f717,5,3,5,1,1,1,47,male,4,3,,9,4,3,6,3,3,4,2,2,1,3,5,5,1,1,1,7,6,6,7,4,6,7,7,NA,6,NA,6,NA,NA,NA,2,2,5,1,6,1,2,1,1,1,4,1,1,6,1,1,6,6,3,1,1,1,1,1,2,2,2,6,6,1,1,6,1,1,1,6,5,1,4,4,1,4,1,4,6,3,1,4,2,1,3,1,0,2,2,human response,ai label,0.833333333,0.666666667,2,5.285714286,6,7,6,3,3.5,3,6,1,1,1,1
629668d2eeced89db00b93bf,3,5,4,1,1,1,31,Male,6,4,,9,5,3,5,2,4,5,3,2,2,3,4,7,2,1,2,6,6,6,5,6,6,7,6,7,NA,6,NA,6,5,5,NA,NA,NA,4,4,5,3,5,6,1,5,6,1,4,5,4,4,5,2,5,2,5,2,5,4,3,3,4,5,2,4,5,3,2,5,7,4,1,3,5,3,4,3,5,5,2,5,1,1,3,1,0,1,0,3.333333333,human response,human label,1.166666667,1,3.181818182,5,5.833333333,6.5,6.5,5.333333333,4,4,4.5,1,3,5,6
6400df36b874223e35e25247,7,1,2,1,1,1,40,male,5,3,,9,2,4,8,4,2,2,3,2,1,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,4,6,NA,6,NA,3,3,3,NA,NA,NA,1,7,1,6,1,3,1,5,1,2,7,1,1,7,6,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,1,1,1,5,1,1,1,1,6,1,7,2,1,7,2,0,1,1,1,ai response,human label,1.166666667,NA,1.090909091,3,6,5,6,3,4,5.5,6.5,1.5,1,1,2
5f2f03deec679e2cf4a992e6,1,4,7,2,2,4,34,Male,5,3,,9,7,1,3,2,4,5,3,1,2,NA,NA,NA,NA,NA,NA,5,6,6,6,6,6,6,7,NA,7,NA,5,NA,NA,NA,5,5,5,7,2,2,4,2,4,6,7,6,7,2,6,4,3,4,6,5,4,2,2,6,5,6,5,4,4,2,2,5,2,1,1,7,5,2,4,7,4,3,2,6,7,3,6,4,2,3,2,2,0,0,5.333333333,ai response,ai label,1.166666667,NA,2.454545455,5.857142857,5.833333333,6.5,6,5,4.5,5.5,3.5,6.5,3.666666667,4,5
5eac65aec4ed450f4df4868f,1,6,6,4,1,4,45,male,2,3,,15,7,1,2,1,6,5,6,2,6,NA,NA,NA,NA,NA,NA,5,6,6,5,6,5,7,6,NA,5,NA,4,NA,NA,NA,1,1,4,3,5,3,4,3,6,4,4,6,6,4,5,6,6,5,7,6,1,1,2,5,4,4,4,4,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,3,5,1,1,3,1,0,0,0,4,ai response,ai label,1,NA,1,2,5.5,6.5,4.5,2,4,4,5.5,5,3,4,6
6332517a492e9ac48804f991,1,7,5,5,1,1,66,male,3,3,,10,2,2,4,1,7,4,3,2,1,3,7,2,4,2,1,6,5,5,5,4,5,6,5,NA,5,NA,5,NA,NA,NA,5,4,4,6,3,1,1,6,1,4,2,1,1,1,6,1,3,3,1,4,4,1,5,1,4,3,4,5,4,4,4,5,4,2,3,5,5,2,4,4,3,4,4,5,5,1,1,1,1,1,1,0,0,0,3.666666667,human response,ai label,0.666666667,1.166666667,3.454545455,4.857142857,5,5.5,5,4.333333333,4.5,1.5,3,2.5,4.333333333,3.5,1
62b0b4aa5eabb603ddf7bb58,1,4,6,7,1,7,63,Female,5,3,,13,1,3,5,1,5,3,6,2,4,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,6,6,6,NA,5,NA,4,4,4,NA,NA,NA,1,4,1,4,1,1,1,4,1,4,4,1,1,4,4,5,5,1,4,5,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,5,1,0,2,0,3.666666667,ai response,human label,1.5,NA,1,1,5.666666667,6,5.5,4,2.5,4,4,2.5,3.666666667,2,1
648746670a6ffb0022fdb933,3,4,1,2,1,1,49,male,3,3,,9,4,3,4,1,5,4,3,2,2,1,5,5,4,5,4,5,5,5,5,5,4,5,6,NA,6,NA,5,NA,NA,NA,4,4,4,5,4,4,2,3,1,3,2,1,1,3,1,1,1,2,4,1,1,1,1,1,4,4,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,5,6,2,2,3,1,0,0,0,4,human response,ai label,1.5,2.666666667,2.090909091,2.571428571,4.833333333,5.5,5.5,4,4.5,2,1.5,2,1,2.25,1
5fb865ade47b465ad43580d9,1,4,4,4,1,3,39,Male,2,1,,9,4,2,6,1,4,3,6,2,5,2,3,4,5,2,2,7,7,7,7,7,7,7,7,7,NA,6,NA,6,6,3,NA,NA,NA,6,2,3,2,3,4,2,2,4,2,3,4,1,5,3,7,2,2,1,2,5,6,5,6,6,2,1,1,5,1,1,2,6,5,1,2,6,1,1,1,5,6,2,5,1,1,3,1,0,0,0,5.666666667,human response,human label,1,0.833333333,1.272727273,5.571428571,7,7,6.5,5,4,2,4,2,2,3.75,4
5ddd2a4459b1b0c7509c7a47,1,1,1,6,1,2,47,male,2,3,,9,4,2,4,1,4,3,5,2,4,2,6,3,7,4,4,6,6,7,7,6,4,6,6,7,NA,6,NA,6,6,5,NA,NA,NA,2,6,1,2,1,1,1,1,1,1,4,1,1,7,6,1,1,1,1,1,1,3,3,3,1,5,1,1,1,1,1,1,4,6,1,5,1,1,1,1,1,5,7,4,2,6,4,1,2,2,0,3,human response,human label,1.5,2.333333333,1.727272727,2.714285714,6,6,6.5,5.666666667,4,1.5,6.5,1,1,1,1
5eaca76bcf6b3914ba0fbfe0,4,3,4,2,2,2,43,female,4,3,,11,2,3,5,3,4,5,2,2,1,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,5,NA,NA,NA,4,4,2,5,2,3,2,5,2,5,5,2,3,5,5,4,3,2,2,2,2,3,3,3,5,5,4,4,5,4,2,4,5,5,2,4,5,4,4,4,5,4,3,4,1,1,2,1,0,0,0,3,ai response,human label,0.666666667,NA,3.727272727,4.857142857,6,6,6,5,4,5,5,3.5,2.333333333,2,2.5
5d615f7632cfbd001b1b6dcb,4,1,1,1,1,1,74,male,5,3,,13,6,3,5,2,3,4,2,1,1,NA,NA,NA,NA,NA,NA,6,6,5,5,6,6,6,6,NA,6,NA,5,NA,NA,NA,5,5,6,1,6,1,4,1,1,1,5,1,1,6,1,4,5,6,1,1,1,1,1,1,2,2,2,6,5,4,2,5,2,1,2,7,5,2,3,6,1,2,2,2,5,5,2,2,3,1,1,2,0,0,2,ai response,ai label,1.333333333,NA,2.363636364,5.142857143,5.666666667,6,5.5,5.333333333,3.5,4.5,5.5,1,1,1,1
63bf745cc01669a110ec48ba,1,7,1,7,1,7,39,Female,3,3,,12,5,3,6,1,5,4,6,2,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,7,6,6,6,NA,7,NA,7,7,6,NA,NA,NA,1,7,1,3,1,1,1,3,1,1,5,2,2,5,7,1,1,1,1,1,1,1,3,3,7,7,6,5,5,6,7,6,6,6,7,6,6,6,6,2,6,7,1,5,1,1,1,1,0,0,0,2.333333333,ai response,human label,1.5,NA,5.818181818,6.142857143,6.166666667,6,6.5,6.666666667,4,3,6,1,1,1.25,1
6441356d5337fd4714939734,1,6,4,1,2,1,45,Male,5,3,,9,2,3,5,1,6,5,4,2,3,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,5,6,6,NA,6,NA,5,5,5,NA,NA,NA,1,5,1,4,1,1,1,5,1,1,6,1,5,5,5,3,1,1,4,1,1,1,1,1,4,4,2,2,3,2,1,2,4,4,2,3,4,2,3,2,4,4,3,3,1,1,1,1,-3,-3,-3,1,ai response,human label,1,NA,2.272727273,3.857142857,5.5,5.5,6,5,3,4.5,5,1,1,1,1
5c6d5477e8833000015244ad,1,6,7,6,1,5,43,m,4,3,,10,1,1,1,1,5,6,6,2,4,1,4,6,6,2,5,2,2,2,2,2,2,2,2,2,NA,2,NA,2,2,1,NA,NA,NA,6,1,5,2,6,1,5,2,1,6,1,5,2,1,1,2,6,3,5,6,6,6,6,6,6,5,1,1,1,1,1,1,7,6,1,5,6,1,1,1,1,6,4,5,1,3,4,1,1,2,0,6,human response,human label,0.666666667,0.666666667,1.727272727,4.714285714,2,2,2,1.666666667,3.5,2,1,5.5,5,5.5,1
62d44d484a28cd313e2c3ba4,1,5,5,7,1,5,54,Female,5,3,,13,1,3,6,1,6,5,4,2,3,NA,NA,NA,NA,NA,NA,6,7,6,6,7,6,5,6,6,NA,6,NA,6,5,6,NA,NA,NA,4,6,2,3,3,1,1,4,1,3,4,2,3,5,5,1,1,2,1,2,3,5,4,5,3,2,2,2,3,1,1,2,5,3,1,2,2,2,2,2,2,5,1,4,2,1,3,1,-1,0,0,4.666666667,ai response,human label,1.166666667,NA,1.727272727,3.285714286,6.333333333,5.5,6,5.666666667,5,3.5,5,2,1.666666667,2.5,1
5ea25b82a46065174c689daa,2,5,5,1,2,1,53,Male,2,3,,9,6,3,5,1,6,5,3,2,2,NA,NA,NA,NA,NA,NA,7,7,6,6,7,7,6,7,NA,6,NA,7,NA,NA,NA,5,5,7,4,4,2,4,2,2,1,4,1,1,4,1,4,4,5,4,2,1,2,1,2,4,4,5,6,6,6,4,7,4,1,5,6,6,4,4,6,4,4,2,6,7,5,5,2,3,3,2,2,2,2,4.333333333,ai response,ai label,0.833333333,NA,4,6.285714286,6.666666667,6.5,6.5,5.666666667,4,4,4.5,1,1.333333333,1.75,1.5
6400dc1889cd410cbdb2118c,1,7,6,3,1,2,37,Female,6,3,,12,3,3,5,1,7,6,4,2,3,NA,NA,NA,NA,NA,NA,5,5,5,5,4,3,3,3,NA,5,NA,3,NA,NA,NA,1,1,1,5,4,2,2,1,1,4,2,1,2,4,4,5,2,2,2,5,5,6,6,4,4,4,4,3,1,1,1,2,1,1,1,5,3,1,1,4,2,1,1,6,3,2,4,1,1,1,1,0,1,0,4,ai response,ai label,0.5,NA,1.090909091,3.714285714,4.5,3,4,1,4.5,2,2,3,5.333333333,2.75,1
62e02660c3ef175825ab7655,1,3,3,1,1,1,32,female,4,3,,9,5,1,1,1,7,6,6,2,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,4,NA,2,NA,2,NA,NA,NA,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,3,2,4,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,7,7,1,4,2,-2,-2,0,2.666666667,ai response,ai label,2.666666667,NA,1,1.428571429,2,3,2,1,2.5,1,1,1,3.333333333,1.5,1
614dd304ed948bbfe8c22215,3,3,4,1,1,1,34,Female,5,3,,12,4,4,6,2,3,4,2,1,1,3,5,6,2,3,3,7,7,7,7,7,7,7,7,7,NA,7,NA,5,5,5,NA,NA,NA,3,4,2,3,2,3,1,3,2,3,4,2,1,3,4,4,2,5,2,2,2,1,2,2,3,3,3,3,3,3,3,3,7,3,3,3,5,3,3,3,3,3,1,3,1,1,2,1,0,1,0,1.666666667,human response,human label,0.333333333,1.5,3,3.857142857,7,7,7,5,3.5,3,3.5,2,3,2,2.5
63cc5fddd5813c609d5b28d5,1,1,1,1,1,1,50,Female,5,3,,9,4,2,5,2,3,5,2,3,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,5,7,6,NA,7,NA,7,NA,NA,NA,5,4,5,6,3,1,3,1,1,1,3,1,1,3,1,6,4,5,1,1,1,1,1,1,5,5,5,4,2,1,1,5,1,1,1,7,2,1,1,2,1,1,1,1,5,1,1,1,1,1,1,0,0,0,5,ai response,ai label,1.666666667,NA,1.090909091,3.714285714,6.666666667,6.5,7,4.666666667,4.5,3,4.5,1,1,1,1
5f3f22388550032138c461ef,2,7,5,4,1,5,36,Female,3,3,,12,6,3,6,1,7,6,5,3,4,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,5,6,6,NA,NA,NA,4,4,1,5,1,1,1,5,1,1,5,2,1,6,5,1,1,1,1,1,1,4,4,4,4,1,1,1,2,1,1,1,5,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,0,0,0,4,ai response,human label,1,NA,1,2.428571429,7,7,7,5.666666667,4,5,5.5,1,1,1.25,1
638468d6652b6288319b9c4f,1,7,6,2,1,6,51,Male,5,3,,15,4,1,1,1,7,7,6,3,5,1,6,7,5,1,1,7,7,7,7,7,7,7,7,6,NA,5,NA,6,6,6,NA,NA,NA,7,2,7,1,7,2,6,1,7,2,1,7,4,1,1,2,7,7,1,6,2,6,6,6,2,5,5,2,2,1,1,5,6,6,1,2,5,2,6,1,1,3,2,5,6,1,4,5,1,1,2,6,human response,human label,1.333333333,1.666666667,2.818181818,3.571428571,7,7,5.5,6,4.5,1,1,4,6.666666667,5.75,4.5
63cfe60c7f8639b6e950fa03,2,4,2,4,1,3,65,female,3,3,,13,5,3,5,1,3,2,5,4,4,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,5,NA,6,NA,4,4,4,NA,NA,NA,1,6,1,4,1,1,1,5,1,1,6,1,1,5,6,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,4,2,2,2,1,1,1,-1,-1,-1,2,ai response,human label,1.166666667,NA,1,2.571428571,6,6,5.5,4,3.5,4.5,5.5,1,1,1,1
606a3cf263a18869ac8ee0ed,2,6,1,3,1,1,57,female,5,3,,9,3,4,7,1,6,5,4,3,4,NA,NA,NA,NA,NA,NA,7,7,7,7,4,4,7,7,NA,7,NA,7,NA,NA,NA,6,6,6,3,4,1,3,1,2,1,5,1,2,4,1,4,5,5,1,1,2,1,2,2,4,3,3,6,3,3,4,6,1,1,4,5,6,3,4,3,2,4,4,5,6,3,6,1,3,6,1,2,2,0,3.333333333,ai response,ai label,1.833333333,NA,3,5.285714286,6,7,7,6,3.5,4,5,1.5,1.666666667,1.25,1.5
62e92ac314e2c0f89236aed1,1,7,4,1,1,1,70,female,6,3,,10,2,2,4,1,5,6,3,2,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,7,7,NA,7,NA,7,NA,NA,NA,6,6,5,7,2,4,1,1,1,1,1,1,1,4,3,1,1,5,1,1,1,1,1,1,5,4,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,1,2,4,1,0,0,0,4.666666667,ai response,ai label,1.333333333,NA,1,1.571428571,5.5,7,7,5.666666667,4.5,1,3,1,1,2.25,1
5f467b0a0d1aef037515c8c9,1,1,1,1,1,1,40,male,2,3,,9,1,1,2,2,4,5,3,4,2,NA,NA,NA,NA,NA,NA,6,5,5,6,5,5,6,6,NA,6,NA,5,NA,NA,NA,4,4,4,1,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,4,4,4,1,4,1,1,1,4,4,1,1,5,1,1,1,4,5,1,4,1,1,3,1,0,0,0,1.333333333,ai response,ai label,2.333333333,NA,1.545454545,4.285714286,5.333333333,6,5.5,4,2.5,1.5,2,1,1,1,1
64045393fa09ada78f0b5301,3,5,6,1,2,1,38,Male,5,1,,10,2,2,4,2,4,5,2,3,1,5,3,6,1,1,1,7,7,7,7,6,7,7,7,NA,7,NA,6,NA,NA,NA,7,7,7,1,6,1,6,1,1,1,6,1,1,6,2,6,6,7,1,1,1,1,1,1,2,2,1,6,6,1,1,5,1,1,1,7,6,1,7,7,1,2,1,1,7,6,7,7,6,7,5,2,3,2,1.666666667,human response,ai label,0.833333333,0.833333333,2.090909091,5.571428571,6.833333333,7,6.5,7,3.5,6,6.5,1,1,1.25,1
5fb33154a2f41ea504c25dcf,5,2,2,1,1,1,34,M,4,3,,9,3,3,4,4,2,5,3,2,1,3,2,4,1,2,1,6,6,6,5,5,5,4,5,NA,5,NA,6,NA,NA,NA,3,3,2,2,2,2,3,1,1,1,3,1,1,4,1,2,4,4,1,1,1,1,1,2,4,3,3,6,4,5,3,6,3,4,5,6,3,2,4,6,2,3,3,4,5,3,7,3,1,5,1,0,2,0,3.333333333,human response,ai label,1.166666667,0.833333333,3.454545455,5.142857143,5.5,4.5,5.5,2.666666667,2,3,4,1,1,1.5,1
62dc177e02f82aabb20aebc2,1,2,3,2,1,2,63,F,6,3,,16,6,3,6,1,7,6,7,4,6,NA,NA,NA,NA,NA,NA,2,5,3,2,2,2,5,6,NA,1,NA,1,NA,NA,NA,1,1,1,4,4,2,1,1,1,1,1,1,1,2,3,1,4,4,4,3,1,2,2,2,4,4,4,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,4,4,4,1,2,1,1,1,1,-1,0,0,4,ai response,ai label,3.333333333,NA,2.090909091,3.571428571,2.666666667,5.5,1,1,4,1,4,1,2,2,1
6123a1181824e0198ab2d8ed,5,3,6,1,2,2,20,Non-binary,3,3,,14,1,3,7,3,2,5,1,2,1,4,5,3,1,3,1,7,7,7,7,6,6,6,6,6,NA,6,NA,5,6,6,NA,NA,NA,5,4,4,5,2,3,4,4,2,6,5,5,1,6,5,1,4,2,2,2,5,3,3,4,5,5,3,3,4,3,1,4,6,4,2,3,6,2,4,3,4,5,3,5,1,3,3,1,1,1,0,3.333333333,human response,human label,0.833333333,1.333333333,3,4.857142857,6.666666667,6,6,5.666666667,4.5,4.5,5.5,5,2.666666667,4,2.5
63d455d193df3edfdfa6529f,2,3,5,2,1,1,50,female,6,3,,9,1,3,5,1,3,5,4,2,3,2,5,6,4,2,2,6,7,7,7,7,7,6,6,5,NA,5,NA,5,5,5,NA,NA,NA,3,5,1,2,1,3,1,3,1,3,5,2,4,5,6,5,2,3,1,3,1,5,5,5,4,1,1,1,1,1,1,1,5,4,1,1,4,1,1,1,7,4,4,5,1,2,4,1,0,1,0,5,human response,human label,1,1.166666667,1,4.142857143,6.833333333,6,5,5,4,2.5,5.5,2,2.666666667,1.25,2
5bf55a643a426e00019e3990,2,6,5,7,5,7,57,male,5,3,,9,3,3,6,1,7,3,6,5,4,NA,NA,NA,NA,NA,NA,6,5,5,6,5,6,6,6,NA,6,NA,6,NA,NA,NA,4,4,4,2,6,2,4,1,1,1,4,1,1,5,2,4,5,5,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,6,2,1,4,1,0,2,0,2,ai response,ai label,1.333333333,NA,1,1.142857143,5.5,6,6,4,4,4,5,1,1,1.5,1
6361560a2e3e691ad312fed2,3,6,5,6,2,4,35,female,6,1,,9,4,3,5,1,6,4,3,2,3,1,3,3,2,4,3,1,2,2,2,1,1,2,5,4,NA,3,NA,1,1,2,NA,NA,NA,1,6,2,4,2,3,1,3,3,4,5,2,2,4,4,2,2,2,5,4,4,3,3,3,2,2,2,2,2,2,1,1,6,4,2,3,5,1,2,2,6,5,1,3,1,1,4,1,0,1,0,3,human response,human label,1.166666667,2.333333333,1.818181818,4.285714286,1.5,3.5,3.5,1.333333333,3.5,3.5,4,2.5,2.666666667,2.5,3
61fa92365719bc09cb8349bf,2,2,5,3,2,3,49,Male,3,3,,9,5,4,7,1,4,5,6,3,5,NA,NA,NA,NA,NA,NA,5,5,5,6,5,5,4,4,5,NA,6,NA,5,5,4,NA,NA,NA,2,6,3,3,2,2,2,4,2,3,5,2,2,5,6,2,2,2,2,2,2,2,2,2,5,2,2,2,6,2,2,2,6,5,2,2,5,2,2,2,6,5,6,6,7,5,5,7,3,2,3,2,ai response,human label,1.5,NA,2,5.428571429,5.166666667,4,5.5,4.666666667,4,3.5,5.5,2.5,2,2.25,2
5a5a507d76d1c60001ab2ac7,1,7,6,7,1,7,63,Female,3,3,,15,4,1,3,1,6,5,5,4,4,NA,NA,NA,NA,NA,NA,7,7,6,6,6,6,7,5,NA,6,NA,6,NA,NA,NA,5,4,5,6,2,5,2,5,4,4,1,5,7,1,7,5,3,2,7,5,1,1,6,5,5,4,5,7,5,2,3,5,3,1,3,6,5,2,5,3,2,4,2,6,4,6,4,1,3,2,1,-1,-2,-2,4.666666667,ai response,ai label,1.666666667,NA,2.909090909,5.142857143,6.333333333,6,6,4.666666667,4,1.5,2.5,5.5,4,5.5,4.5
