id,user_id,conversation_id,validating_emotions,validating_emotions_example,encouraging_elaboration,encouraging_elaboration_example,demonstrating_understanding,demonstrating_understanding_example,self_oriented,self_oriented_example,advice_giving,advice_giving_example,dismissing_emotions,dismissing_emotions_example,time_created
564,4e2a95e27d335f9c867af06e843805b5,20241031145640298594,4," I've gone through this before and know that it can be a difficult situation to navigate. Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately? ",4," I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty. Has anyone in your family expressed any negative emotion regarding to you working more? ",3," It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are! I'm sorry to hear that the pressure of your new position has been getting to you. Do you want advice, or would you like for me to listen? ",1, Would you like to elaborate on why you feel failure? ,1," It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are! I'm sorry to hear that the pressure of your new position has been getting to you. Do you want advice, or would you like for me to listen? ",1, Would you like to elaborate on why you feel failure? ,2024-12-26 18:36:04.679208
566,4105e43447e2233371435d1c749f05a2,20241031144657019855,3,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great.",4,whats going my friend am here for you,2,do you have any idea or way you think you can work this out,2,really i can imagine that,3, i really think you should take it easy on yourself,1,NA,2024-12-26 18:36:08.186487
568,cc654b59e5de9cddd1ac507f5234da23,20241031145640298594,4,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are! I'm sorry to hear that the pressure of your new position has been getting to you. Do you want advice, or would you like for me to listen?",5,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are! I'm sorry to hear that the pressure of your new position has been getting to you. Do you want advice, or would you like for me to listen?",4,"I've gone through this before and know that it can be a difficult situation to navigate. Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately?",1,"I understand that. I'm here to listen, you don't have to go through this alone!",1,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are! I'm sorry to hear that the pressure of your new position has been getting to you. Do you want advice, or would you like for me to listen?",1,"That sounds like a really tough thing to have to go through and only compounds with your stress about work, I'm really sorry to hear that.
",2024-12-26 18:36:15.671733
569,12d7a7d28c4b9089e2cf88ba04077625,20241031145117414259,2,"Man, I'm sorry. You definitely deserve it",4,"Man, I'm sorry. You definitely deserve it
Man, I'm sorry. You definitely deserve it. I wouldn't give up just yet. Who ended up getting the position? Are you feeling okay?
I feel that. Man, I feel let-down for you... I wish there was something I could say. Do you think you'll keep your position there now?",2,"Yeah, take some time to think about it.",2,"Well, I can understand that. When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not. I know that you're going to end up getting an even better spot.

Yeah, take some time to think about it. You can call me or text me any time. I feel like I'm going through this with you.",1,There is no example of this.,1,There is no example of this.,2024-12-26 18:36:17.748887
572,dba706455efd18ce2b020acbf0c48d8a,20241031145640298594,3,"I've gone through this before and know that it can be a difficult situation to navigate. Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately?",3,"I understand that. I'm here to listen, you don't have to go through this alone!",3,It can be tough getting even a second to yourself when you take on new responsibilities.,3,It can be tough getting even a second to yourself when you take on new responsibilities.,4,"I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty. Has anyone in your family expressed any negative emotion regarding to you working more?",3,"That sounds like a really tough thing to have to go through and only compounds with your stress about work, I'm really sorry to hear that.",2024-12-26 18:36:25.300412
575,da33a782b8251d4fd4eab9f36fd02691,20241031144657019855,2,"really i can imagine that.
",1,"really i can imagine that.
",1,"whats making you feel this way
",1,"do you have any idea or way you think you can work this out
",5,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great. its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges
",2,"whats going my friend am here for you
",2024-12-26 18:36:31.332752
577,9ea3b4d48a427ecc238ded294f3682d8,20241031145117414259,5,"I feel that. Man, I feel let-down for you... I wish there was something I could say. Do you think you'll keep your position there now?",4,Who ended up getting the position? Are you feeling okay?,4,I know that you're going to end up getting an even better spot.,2,"When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did.",3,I know you'll be able to figure out the right thing. I support you either way.,1,"I feel that. Man, I feel let-down for you...",2024-12-26 18:36:39.691190
582,20ec1542aae6eb73675a0a0f3157e5ec,20241031145117414259,4,"I feel that. Man, I feel let-down for you... ",5,"Oh, no. I'm so sorry. What was the promotion for? I just got passed up on a promotion last year... It felt pretty painful, too. Tell me more.",1,N/A,4,"When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not.",3,"Yeah, take some time to think about it.",1,N/A,2024-12-26 18:37:01.552533
593,dc72f3fbff33da95f9839e4ab77d0fdb,20241031144657019855,2,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great. its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges ",4,do you have any idea or way you think you can work this out,5,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great. its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges",4,really i can imagine that,4,its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges ,3,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great",2024-12-26 18:37:44.102631
595,5a5975d6ad84a4e7814f7661e99121b9,20241031145640298594,3,That sounds like a really tough thing to have to go through and only compounds with your stress about work,4,Would you like to elaborate on why you feel failure?,3,"I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty.",2,I've gone through this before and know that it can be a difficult situation to navigate.,1,"Do you want advice, or would you like for me to listen?",2,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are!",2024-12-26 18:37:48.063929
604,13c3f054da95d50aaf2357ac9b45c751,20241031141852450492,3,"ugh i'm so sorry, you were working so hard to get that",3,"I promise, your hard work will get noticed eventually. They will regret not giving you that promotion!\ ",4,"I totally get that, it's hard to not think about something happening that is totally beyond your control. I think if you continue working just as hard as you have been, eventually they will appreciate you more. And if they don't, there's always other jobs! ",5,Completely understand. That's how I feel applying to jobs right now - so many rejections for jobs that I KNOW I would be good at ,4,"I totally get that, it's hard to not think about something happening that is totally beyond your control. I think if you continue working just as hard as you have been, eventually they will appreciate you more. And if they don't, there's always other jobs!",4,We should grab drinks and drown our sorrows together lol ,2024-12-26 18:38:17.204649
615,92a3c8653ed6d8a38fbe0bced9cbe324,20241031145117414259,3,"The supporter said ""it was pretty painful too"" indicating that he acknowledges that his friends emotions were painful. I feel it is lacking depth though because this seems to be the only time he mentions ""how"" his friend is feeling emotionally.",4,What was the promotion for? Who ended up getting the position? Are you feeling okay?,3,"I just got passed up on a promotion last year... It felt pretty painful, too. Well, I can understand that.",2,I just got passed up on a promotion last year..,4,"When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not.",1,I did not feel like the supporter dismissed their partners emotions,2024-12-26 18:39:07.281748
621,d196f7a8797bd6ab9b49e37b56a4570e,20241031145640298594,5,I'm sorry to hear that the pressure of your new position has been getting to you.,5,"Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately?",5,"I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty.",4,I've gone through this before and know that it can be a difficult situation to navigate.,1,NA,1,NA,2024-12-26 18:40:41.745797
